nppes_provider_state,beneficiary_age_less_65_total,beneficiary_age_65_74_total,beneficiary_age_75_84_total,beneficiary_age_greater_84_total,beneficiary_female_total,beneficiary_male_total,beneficiary_race_white_total,beneficiary_race_black_total,beneficiary_race_api_total,beneficiary_race_hispanic_total,beneficiary_race_natind_total,beneficiary_race_other_total,beneficiary_nondual_total,beneficiary_dual_total,beneficiary_cc_afib_total,beneficiary_cc_alzrdsd_total,beneficiary_cc_asthma_total,beneficiary_cc_cancer_total,beneficiary_cc_chf_total,beneficiary_cc_ckd_total,beneficiary_cc_copd_total,beneficiary_cc_depr_total,beneficiary_cc_diab_total,beneficiary_cc_hyperl_total,beneficiary_cc_hypert_total,beneficiary_cc_ihd_total,beneficiary_cc_ost_total,beneficiary_cc_raoa_total,beneficiary_cc_schiot_total,beneficiary_cc_strk_total
HI,87683.0,371552.0,243030.0,131731.0,482620.0,388912.0,301702.0,8684.0,392443.0,29065.0,533.0,75317.0,621461.0,133027.0,97423.0,127542.0,152858.0,108628.0,176148.0,324989.0,114725.0,128066.0,318576.0,599615.0,622518.0,290773.0,109250.0,294309.0,20042.0,58699.0
IA,531396.0,1494833.0,1082241.0,588087.0,2195756.0,1580788.0,2901355.0,64215.0,4408.0,24590.0,4265.0,18986.0,2882737.0,758477.0,562649.0,464494.0,803705.0,422276.0,835869.0,1187227.0,728914.0,1012189.0,1186945.0,2048233.0,2531106.0,1364563.0,305080.0,1526438.0,138022.0,185324.0
ID,209477.0,585507.0,403687.0,173940.0,804314.0,610515.0,1115970.0,4191.0,4227.0,33345.0,7088.0,8040.0,1060107.0,302140.0,172300.0,164211.0,284150.0,152210.0,278751.0,421577.0,236634.0,401966.0,430469.0,639608.0,883638.0,435681.0,119058.0,651310.0,43125.0,62381.0
IL,2288816.0,6172419.0,4620679.0,2585142.0,9274106.0,6671189.0,11794091.0,1707680.0,229189.0,666573.0,5972.0,111715.0,11455732.0,3869500.0,2675272.0,2886686.0,3978331.0,2205782.0,4650664.0,6201756.0,3591748.0,4336454.0,5957899.0,9738590.0,11399424.0,6856344.0,1563001.0,8026895.0,827141.0,1300832.0
IN,1543314.0,3335553.0,2336988.0,1207331.0,5012835.0,3551930.0,6723018.0,550957.0,9963.0,87351.0,1713.0,45477.0,6174445.0,2172810.0,1280503.0,1421050.0,2410469.0,1053975.0,2357398.0,3317071.0,2199397.0,2617586.0,3228681.0,5087415.0,6141536.0,3666116.0,773254.0,4176252.0,478382.0,617651.0
KS,660051.0,1678187.0,1192103.0,617984.0,2456209.0,1768804.0,3455836.0,201385.0,13738.0,81936.0,10507.0,24484.0,3247340.0,754861.0,610696.0,627100.0,941972.0,508149.0,952762.0,1411880.0,846296.0,1179274.0,1410519.0,2304600.0,2911879.0,1616202.0,352925.0,1855544.0,190527.0,244472.0
KY,1324441.0,2236293.0,1482573.0,689606.0,3386454.0,2460813.0,4517416.0,234177.0,4151.0,19791.0,1230.0,18338.0,3993838.0,1732141.0,887164.0,905217.0,1831198.0,678641.0,1663023.0,2256202.0,1727564.0,1827466.0,2286434.0,3607596.0,4278035.0,2631761.0,457368.0,2964358.0,289790.0,409817.0
LA,1108944.0,2072446.0,1355527.0,623079.0,3050715.0,2217249.0,3627565.0,1064596.0,8918.0,62302.0,1377.0,15488.0,3422049.0,1752772.0,709442.0,940278.0,1297404.0,625812.0,1516178.0,2089282.0,1198292.0,1482352.0,2105145.0,3183268.0,3908079.0,2474670.0,446724.0,2667736.0,343163.0,459733.0
MA,2057610.0,4229405.0,3009757.0,1772917.0,6456448.0,4798546.0,9151431.0,428384.0,78982.0,484297.0,2416.0,153242.0,7764142.0,3318331.0,1861179.0,1886723.0,2721978.0,1545230.0,2736662.0,4059572.0,2184649.0,3716911.0,3597922.0,6503510.0,7798545.0,4253647.0,1156324.0,4850859.0,728479.0,780570.0
MD,1246711.0,3586622.0,2614320.0,1504722.0,5412259.0,3704143.0,6357677.0,1765627.0,154906.0,138011.0,3676.0,87131.0,6740214.0,2026066.0,1414527.0,1864431.0,2150241.0,1256865.0,2373190.0,3489434.0,1856550.0,2615470.0,3561827.0,5731591.0,6576837.0,3874612.0,826745.0,4344223.0,478987.0,836843.0
ME,423814.0,677962.0,539055.0,291755.0,1133436.0,837749.0,1370124.0,9160.0,3977.0,5947.0,4317.0,13205.0,1184048.0,773575.0,298904.0,268105.0,522014.0,219410.0,441268.0,629907.0,441481.0,672445.0,632088.0,1067782.0,1290104.0,700521.0,154303.0,807180.0,94944.0,102676.0
MI,2755337.0,4958198.0,3551172.0,2054771.0,7844076.0,5712523.0,9994380.0,1779825.0,60537.0,169840.0,20722.0,107215.0,9520601.0,3628368.0,2124423.0,2694196.0,4071298.0,1753744.0,4231424.0,5634371.0,3658623.0,4264650.0,5421636.0,8048235.0,9749178.0,6355993.0,1131881.0,6949788.0,822305.0,1153142.0
MN,1014844.0,1464167.0,1109376.0,625790.0,2453967.0,1949554.0,3065000.0,166796.0,26523.0,36350.0,22705.0,27201.0,3012122.0,1184311.0,614876.0,547414.0,875343.0,494989.0,971068.0,1528050.0,697651.0,1394882.0,1284146.0,2038404.0,2763475.0,1499760.0,327809.0,1738655.0,238467.0,220119.0
MO,1512390.0,3004794.0,2133404.0,1080354.0,4542866.0,3306801.0,6117741.0,526056.0,15847.0,47346.0,10341.0,33921.0,5696145.0,1846210.0,1207717.0,1353504.0,2138112.0,1038274.0,2150048.0,3025901.0,1946330.0,2529284.0,2834667.0,4514284.0,5590572.0,3327794.0,724232.0,3897054.0,438012.0,581149.0
MS,889544.0,1589092.0,1060555.0,456164.0,2401890.0,1650900.0,2790980.0,751804.0,2964.0,10324.0,5750.0,5495.0,2651466.0,1360365.0,511346.0,645441.0,954208.0,461551.0,1098941.0,1455500.0,896323.0,1071549.0,1585464.0,2238157.0,2983676.0,1727322.0,313275.0,2083732.0,215943.0,316485.0
MT,134129.0,466748.0,313485.0,137973.0,606581.0,478561.0,849044.0,3928.0,633.0,6903.0,27104.0,6977.0,836579.0,198186.0,134267.0,115183.0,224073.0,127449.0,207918.0,288968.0,195875.0,277885.0,287783.0,452639.0,647649.0,333314.0,98829.0,450825.0,28169.0,42670.0
NC,2791665.0,6139069.0,3924958.0,1784985.0,8702670.0,6181477.0,11055678.0,2274143.0,63892.0,150559.0,47904.0,100971.0,10742466.0,3737536.0,1998872.0,2198761.0,3575790.0,1803504.0,3468355.0,5445938.0,3149120.0,4144659.0,5566988.0,8864701.0,10614658.0,5517634.0,1234164.0,6865203.0,684735.0,1010830.0
ND,141375.0,354750.0,260420.0,151520.0,537593.0,393720.0,703416.0,5821.0,858.0,5296.0,23013.0,4150.0,706427.0,189041.0,116121.0,114508.0,190972.0,110645.0,213074.0,314594.0,169544.0,267204.0,287726.0,489686.0,611143.0,346374.0,96055.0,385225.0,34406.0,42190.0
NE,326459.0,1013096.0,727093.0,386838.0,1455183.0,1055138.0,2037652.0,60693.0,4334.0,32740.0,4607.0,16737.0,1957152.0,456295.0,414368.0,346874.0,554137.0,315745.0,586751.0,814855.0,511824.0,663863.0,775163.0,1299617.0,1686286.0,928567.0,223620.0,1160969.0,94740.0,133928.0
NH,342090.0,803848.0,565451.0,287280.0,1178200.0,858024.0,1554915.0,12070.0,1773.0,13934.0,766.0,16100.0,1563191.0,407606.0,320668.0,279388.0,478701.0,249534.0,422836.0,621358.0,396164.0,619323.0,616034.0,1113872.0,1321541.0,691052.0,172841.0,880907.0,88112.0,118216.0
NJ,1864229.0,5778784.0,4348583.0,2584769.0,8640828.0,6120909.0,11099631.0,1470395.0,344552.0,943759.0,3135.0,183347.0,11040445.0,2922633.0,2508715.0,2721450.0,3531123.0,2136312.0,4183273.0,5500790.0,3034945.0,3647792.0,6206631.0,9929188.0,10743950.0,7069832.0,1400405.0,6948786.0,688287.0,1365784.0
NM,285092.0,717319.0,467882.0,202235.0,987058.0,734117.0,1047973.0,22634.0,5339.0,373548.0,94606.0,9260.0,1187907.0,491742.0,168664.0,229321.0,362301.0,169557.0,354093.0,558127.0,289467.0,452055.0,600108.0,867991.0,1116064.0,575867.0,166819.0,764656.0,54149.0,92801.0
NV,442389.0,1198007.0,766661.0,307439.0,1554219.0,1215691.0,2042964.0,225923.0,90006.0,222675.0,13397.0,22306.0,1998650.0,666440.0,379368.0,509929.0,766553.0,346350.0,708385.0,1143465.0,686197.0,726519.0,1046329.0,1690500.0,1946532.0,1142597.0,231021.0,1286924.0,143473.0,256183.0
NY,3357891.0,8411838.0,6464708.0,3960509.0,13042086.0,9557352.0,16651417.0,1994562.0,464138.0,1279922.0,10127.0,352190.0,15106143.0,6775075.0,3632786.0,4350880.0,5473451.0,3289114.0,6471758.0,8261874.0,4642767.0,6057948.0,9611105.0,14411074.0,16060381.0,10551991.0,2248194.0,10306356.0,1310562.0,1864315.0
OH,2606681.0,5827356.0,4056330.0,2175190.0,8515412.0,6434126.0,11816890.0,1097304.0,31318.0,128849.0,4506.0,111054.0,10932321.0,3526410.0,2402916.0,2508464.0,4112499.0,1934480.0,4213662.0,5848925.0,3731939.0,4645142.0,5616707.0,9257317.0,10845853.0,6464216.0,1339513.0,7405672.0,790665.0,1169326.0
OK,859396.0,1960691.0,1335211.0,581839.0,2809592.0,2000143.0,3832986.0,260484.0,13603.0,65464.0,305990.0,16366.0,3548244.0,1129360.0,609594.0,736152.0,1278320.0,542941.0,1308965.0,1764403.0,1153110.0,1449179.0,1750893.0,2661687.0,3482403.0,2158309.0,387585.0,2436882.0,225862.0,330572.0
OR,475818.0,1364250.0,840939.0,389987.0,1786642.0,1386632.0,2521780.0,27680.0,26007.0,65623.0,18302.0,24844.0,2352269.0,684243.0,428519.0,369827.0,641049.0,361442.0,673991.0,996621.0,528153.0,820678.0,933586.0,1487346.0,1983188.0,992376.0,250636.0,1324354.0,78705.0,154283.0
PA,2856462.0,6791858.0,4600477.0,2838905.0,9959664.0,7473748.0,13231849.0,1194975.0,90365.0,309205.0,5055.0,125179.0,12781422.0,3975919.0,3051785.0,3001817.0,4309862.0,2431483.0,4683344.0,6693913.0,3727732.0,5163041.0,6330026.0,11143700.0,12523599.0,7654747.0,1746127.0,8399117.0,867942.0,1533028.0
RI,290531.0,551878.0,360573.0,232112.0,858946.0,604408.0,1163324.0,45554.0,7677.0,88600.0,976.0,17316.0,999539.0,423807.0,207780.0,233754.0,379460.0,195284.0,336124.0,500493.0,307211.0,487216.0,508108.0,899859.0,1045606.0,579565.0,122655.0,673465.0,92626.0,99538.0
SC,1031193.0,2969541.0,1882403.0,776669.0,3901728.0,2871087.0,5171526.0,924455.0,5658.0,30425.0,4122.0,35861.0,5240716.0,1160010.0,923041.0,989096.0,1534051.0,858255.0,1577617.0,2349609.0,1374130.0,1696232.0,2461510.0,4260107.0,4891781.0,2596570.0,531062.0,3106608.0,243392.0,484524.0
SD,146874.0,450601.0,311722.0,159612.0,633965.0,459285.0,829779.0,3262.0,605.0,3484.0,32300.0,4202.0,850074.0,203715.0,146113.0,120568.0,230266.0,134295.0,237322.0,346148.0,210987.0,277087.0,331765.0,553716.0,717406.0,377619.0,105112.0,448984.0,34607.0,45900.0
TN,1784809.0,3985923.0,2568735.0,1133771.0,5584555.0,4067003.0,7429114.0,820007.0,14093.0,43868.0,5650.0,36372.0,7003666.0,2366354.0,1371119.0,1516995.0,2532885.0,1165104.0,2614171.0,3741553.0,2341516.0,2820714.0,3624968.0,5631854.0,7009959.0,4134779.0,757291.0,4726892.0,488277.0,708368.0
TX,3794888.0,10422762.0,7168940.0,3311349.0,14523895.0,10666002.0,17539440.0,2301495.0,252747.0,3265299.0,32628.0,91500.0,18125288.0,5741885.0,3512580.0,4912277.0,6029312.0,3075586.0,7328845.0,10178602.0,5362783.0,7225217.0,9999438.0,15778326.0,18326646.0,11355522.0,2525555.0,12405346.0,1167798.0,2196851.0
UT,226038.0,843487.0,579017.0,231064.0,1099973.0,849965.0,1541506.0,12470.0,12285.0,56879.0,7832.0,11753.0,1488629.0,262014.0,243615.0,235022.0,325236.0,208172.0,406830.0,613309.0,237925.0,543418.0,613697.0,859736.0,1203618.0,645526.0,155704.0,888347.0,51677.0,88012.0
VA,1356966.0,4365111.0,3048563.0,1464331.0,6048914.0,4342768.0,7778862.0,1400005.0,151966.0,123075.0,2759.0,79010.0,8041573.0,1806865.0,1594761.0,1652495.0,2443604.0,1420343.0,2537254.0,3815961.0,2070772.0,2707382.0,3831619.0,6474473.0,7443600.0,4003177.0,894171.0,4818470.0,392118.0,791202.0
VT,154394.0,383395.0,257064.0,129888.0,539465.0,403639.0,728863.0,5642.0,1664.0,3647.0,763.0,11188.0,669725.0,257381.0,127121.0,101580.0,187728.0,101930.0,156962.0,246614.0,154419.0,253311.0,255250.0,403601.0,561257.0,310330.0,59719.0,373533.0,27874.0,40748.0
WA,958116.0,2881068.0,2009093.0,950525.0,3956164.0,3027380.0,5635934.0,155451.0,182085.0,161398.0,51234.0,75566.0,5201174.0,1451995.0,1012583.0,896535.0,1398446.0,850587.0,1538317.0,2312358.0,1164403.0,1817292.0,2136521.0,3419257.0,4440672.0,2262814.0,560887.0,2871553.0,216876.0,405075.0
WI,1099408.0,2540776.0,1660647.0,908290.0,3671899.0,2693483.0,4782360.0,285820.0,25127.0,88582.0,19417.0,53427.0,4662263.0,1529986.0,908688.0,822307.0,1400445.0,758574.0,1475114.0,2276821.0,1143168.0,1741409.0,2035346.0,3534353.0,4267291.0,2303033.0,557950.0,2760986.0,234620.0,329481.0
WV,595604.0,999329.0,632247.0,285365.0,1489714.0,1074339.0,1939987.0,47693.0,1235.0,5936.0,845.0,5262.0,1725256.0,808306.0,374927.0,402061.0,846514.0,297158.0,712737.0,1032332.0,780918.0,878363.0,1063153.0,1661166.0,1884147.0,1227925.0,202804.0,1320694.0,136304.0,186257.0
WY,64164.0,223117.0,147967.0,63357.0,295664.0,218844.0,403286.0,1513.0,440.0,13729.0,4260.0,2525.0,395947.0,84527.0,57438.0,52216.0,104025.0,50542.0,96570.0,125780.0,94126.0,117789.0,133981.0,179013.0,294259.0,156371.0,32324.0,203508.0,12012.0,17522.0
