nppes_provider_state,beneficiary_age_less_65_total,beneficiary_age_65_74_total,beneficiary_age_75_84_total,beneficiary_age_greater_84_total,beneficiary_female_total,beneficiary_male_total,beneficiary_race_white_total,beneficiary_race_black_total,beneficiary_race_api_total,beneficiary_race_hispanic_total,beneficiary_race_natind_total,beneficiary_race_other_total,beneficiary_nondual_total,beneficiary_dual_total,beneficiary_cc_afib_total,beneficiary_cc_alzrdsd_total,beneficiary_cc_asthma_total,beneficiary_cc_cancer_total,beneficiary_cc_chf_total,beneficiary_cc_ckd_total,beneficiary_cc_copd_total,beneficiary_cc_depr_total,beneficiary_cc_diab_total,beneficiary_cc_hyperl_total,beneficiary_cc_hypert_total,beneficiary_cc_ihd_total,beneficiary_cc_ost_total,beneficiary_cc_raoa_total,beneficiary_cc_schiot_total,beneficiary_cc_strk_total
HI,80613.0,327267.0,235898.0,123927.0,446437.0,354816.0,265763.0,7456.0,372835.0,27547.0,598.0,65602.0,575338.0,118312.0,89683.0,105182.0,74989.0,98704.0,153069.0,246991.0,97571.0,112070.0,298212.0,557819.0,575963.0,272410.0,100490.0,248129.0,21100.0,55704.0
IA,519015.0,1390666.0,1106380.0,605004.0,2151636.0,1543005.0,2749774.0,57317.0,3745.0,22023.0,3125.0,9788.0,2843073.0,729637.0,552824.0,413920.0,238371.0,403208.0,799130.0,925756.0,688474.0,906863.0,1157999.0,1957864.0,2436975.0,1356750.0,272424.0,1384278.0,204968.0,184152.0
ID,199469.0,487512.0,354222.0,160411.0,711849.0,527674.0,936580.0,4089.0,2977.0,27435.0,5301.0,4048.0,916915.0,274553.0,150292.0,122394.0,102804.0,132313.0,247002.0,298966.0,207930.0,355912.0,382021.0,566847.0,767800.0,385440.0,98049.0,526610.0,59640.0,52640.0
IL,2338248.0,5880884.0,4613852.0,2620017.0,9184410.0,6518886.0,11511338.0,1777603.0,210475.0,631924.0,4449.0,66636.0,11159242.0,3974796.0,2585764.0,2637442.0,1592396.0,2150800.0,4542462.0,5032578.0,3435842.0,4232181.0,5922274.0,9595231.0,11166155.0,6872346.0,1544715.0,7508986.0,1107177.0,1316746.0
IN,1527120.0,3054709.0,2280753.0,1199015.0,4798468.0,3390603.0,6332779.0,519126.0,9866.0,77496.0,1624.0,25796.0,5929016.0,2047983.0,1224595.0,1205429.0,786995.0,999733.0,2256470.0,2573308.0,2043573.0,2456581.0,3072277.0,4783574.0,5835646.0,3568082.0,754895.0,3654051.0,642718.0,625991.0
KS,637762.0,1475830.0,1135639.0,604046.0,2286305.0,1636107.0,3173617.0,194974.0,10457.0,65690.0,8861.0,13388.0,2991097.0,743317.0,567818.0,538076.0,302088.0,477316.0,895577.0,1060908.0,779409.0,1101996.0,1306926.0,2152037.0,2697555.0,1506366.0,334007.0,1627328.0,253576.0,235567.0
KY,1364959.0,2056667.0,1437623.0,680614.0,3275024.0,2361963.0,4299715.0,223833.0,3238.0,17480.0,637.0,11103.0,3793567.0,1746398.0,838824.0,804120.0,552580.0,658314.0,1602651.0,1750428.0,1659318.0,1806728.0,2190295.0,3471588.0,4111281.0,2582878.0,474192.0,2664497.0,436949.0,413189.0
LA,1142502.0,1959515.0,1359905.0,633836.0,3017851.0,2172269.0,3568595.0,1052947.0,10719.0,62440.0,2181.0,11194.0,3342522.0,1770780.0,712385.0,829918.0,438423.0,597885.0,1509062.0,1677507.0,1164329.0,1457428.0,2079140.0,3114998.0,3838543.0,2454275.0,433381.0,2436506.0,390196.0,459361.0
MA,1922212.0,3792993.0,2828297.0,1749939.0,6046023.0,4433820.0,8460435.0,383172.0,69306.0,411174.0,3782.0,93792.0,7183835.0,3122721.0,1761242.0,1541059.0,1140959.0,1465589.0,2614125.0,3206872.0,1973095.0,3402621.0,3380321.0,6147765.0,7266271.0,3970374.0,1081242.0,4289291.0,842482.0,734447.0
MD,1224350.0,3289266.0,2483696.0,1515342.0,5173732.0,3487323.0,6120599.0,1609091.0,134901.0,117258.0,2339.0,52114.0,6406701.0,1905019.0,1360265.0,1634607.0,839685.0,1182094.0,2300120.0,2737097.0,1729622.0,2371717.0,3358639.0,5452646.0,6244187.0,3692202.0,819101.0,3848770.0,569811.0,826607.0
ME,425308.0,662639.0,543969.0,299823.0,1138680.0,831163.0,1301375.0,7709.0,2577.0,4754.0,3528.0,8817.0,1149736.0,807251.0,303151.0,237153.0,175871.0,221393.0,439735.0,510975.0,436124.0,680951.0,632010.0,1115557.0,1291205.0,705083.0,163240.0,737716.0,131092.0,107702.0
MI,2833353.0,4687480.0,3577438.0,2104747.0,7783806.0,5632455.0,9828889.0,1775375.0,56564.0,155792.0,18441.0,73936.0,9423046.0,3615928.0,2092614.0,2377231.0,1561053.0,1715638.0,4250784.0,4612509.0,3540957.0,4188764.0,5452532.0,8062870.0,9572130.0,6552283.0,1139321.0,6402001.0,1014252.0,1209610.0
MN,984064.0,1379598.0,1139299.0,625119.0,2404739.0,1896680.0,2966438.0,141033.0,20872.0,29398.0,21036.0,17759.0,3006548.0,1099106.0,607043.0,440800.0,341950.0,501586.0,914227.0,1264286.0,642007.0,1297931.0,1240374.0,2047482.0,2674533.0,1454986.0,332011.0,1630544.0,340154.0,211557.0
MO,1546203.0,2878461.0,2120042.0,1110491.0,4495637.0,3259321.0,5996569.0,524303.0,11886.0,41867.0,9692.0,20579.0,5616334.0,1868814.0,1196788.0,1191521.0,720640.0,1026564.0,2092105.0,2408235.0,1890671.0,2518925.0,2805738.0,4500384.0,5516178.0,3348254.0,739835.0,3633509.0,579079.0,597676.0
MS,873494.0,1426651.0,985304.0,425937.0,2230902.0,1530003.0,2603547.0,656780.0,2217.0,7655.0,4809.0,2825.0,2435221.0,1297187.0,459118.0,560839.0,284972.0,412938.0,1023126.0,1029158.0,813170.0,962924.0,1447215.0,2012176.0,2746149.0,1571348.0,268295.0,1753128.0,261501.0,279187.0
MT,131952.0,419943.0,299366.0,137294.0,574156.0,443431.0,791433.0,2049.0,749.0,5299.0,25052.0,4478.0,789670.0,181611.0,128856.0,96398.0,68425.0,118302.0,192777.0,223619.0,178147.0,256283.0,269942.0,430431.0,601914.0,308287.0,89023.0,399085.0,43634.0,46706.0
NC,2826870.0,5665230.0,3743957.0,1729115.0,8313433.0,5864737.0,10514863.0,2144832.0,59537.0,134522.0,46679.0,69333.0,10139748.0,3702701.0,1883187.0,1880527.0,1264372.0,1694619.0,3267027.0,4186413.0,2874364.0,3769383.0,5281307.0,8504957.0,10067027.0,5242078.0,1137038.0,5813902.0,832439.0,976238.0
ND,135138.0,336653.0,281024.0,158069.0,540783.0,391088.0,686228.0,3055.0,481.0,4179.0,18815.0,2887.0,716520.0,182284.0,115867.0,102246.0,65351.0,109338.0,213241.0,263781.0,160009.0,255797.0,284717.0,489487.0,603414.0,347543.0,87296.0,355195.0,59672.0,40517.0
NE,323033.0,884301.0,700388.0,375445.0,1356914.0,976043.0,1851951.0,57751.0,3116.0,26525.0,3778.0,8936.0,1803596.0,445985.0,388430.0,279014.0,156479.0,293925.0,529887.0,621002.0,460364.0,604005.0,718270.0,1185900.0,1541943.0,871435.0,200700.0,971602.0,145570.0,125777.0
NH,330702.0,736701.0,537546.0,286081.0,1125478.0,800650.0,1384105.0,9672.0,1564.0,12410.0,250.0,9392.0,1486307.0,382156.0,301672.0,251243.0,178698.0,237791.0,395201.0,497429.0,370512.0,598660.0,582262.0,1094650.0,1256970.0,648035.0,174605.0,781918.0,115390.0,112774.0
NJ,1808683.0,5322839.0,4255721.0,2585045.0,8314738.0,5833719.0,10709064.0,1410542.0,284958.0,867884.0,2729.0,123585.0,10636643.0,2749466.0,2482087.0,2494881.0,1411849.0,2052005.0,4255117.0,4232703.0,2848898.0,3340744.0,5979697.0,9570903.0,10292311.0,7014917.0,1416394.0,6258181.0,738796.0,1360502.0
NM,279771.0,628874.0,429504.0,187181.0,905372.0,665903.0,963629.0,20984.0,4120.0,338764.0,80113.0,4925.0,1098095.0,429230.0,152674.0,189997.0,134705.0,153953.0,333713.0,387122.0,253967.0,414168.0,539410.0,790822.0,1012859.0,525036.0,148486.0,662353.0,66126.0,86916.0
NV,427160.0,1091831.0,702264.0,292852.0,1434131.0,1128400.0,1919621.0,200925.0,73946.0,199033.0,11483.0,15539.0,1899036.0,551272.0,361781.0,357865.0,250772.0,321001.0,636776.0,873595.0,620190.0,660084.0,942158.0,1542834.0,1791123.0,1054363.0,207090.0,1104749.0,152761.0,233615.0
NY,3347196.0,7596323.0,6205290.0,3899103.0,12475227.0,8954848.0,15656085.0,1904702.0,449575.0,1258090.0,10197.0,239600.0,13991566.0,6755009.0,3466879.0,3811812.0,2241705.0,3089858.0,6353794.0,6251274.0,4219339.0,5527572.0,9173076.0,13817156.0,15234476.0,10454279.0,2262703.0,9264531.0,1348231.0,1742645.0
OH,2832523.0,4956846.0,3681574.0,2094268.0,7937766.0,5884425.0,10657312.0,1080934.0,31680.0,120199.0,4374.0,60464.0,9608502.0,3870349.0,2215154.0,2171084.0,1461214.0,1705264.0,4019561.0,4535009.0,3473958.0,4370747.0,5308833.0,8538442.0,10013437.0,6131666.0,1260197.0,6481743.0,1112443.0,1135384.0
OK,817777.0,1737441.0,1229492.0,545589.0,2578709.0,1818687.0,3508138.0,233246.0,11142.0,51002.0,279873.0,10323.0,3223976.0,1056159.0,551160.0,620153.0,408017.0,502929.0,1199458.0,1257587.0,1015061.0,1341398.0,1560471.0,2374027.0,3153695.0,1960293.0,352310.0,2049334.0,272609.0,298545.0
OR,461234.0,1218733.0,771797.0,385596.0,1655483.0,1272135.0,2278684.0,28051.0,23772.0,52167.0,15637.0,14736.0,2177317.0,615753.0,403822.0,304004.0,241860.0,334049.0,621929.0,756981.0,462806.0,742016.0,864894.0,1410142.0,1821508.0,911496.0,220534.0,1113169.0,109808.0,150336.0
PA,2778813.0,5882133.0,4450761.0,2874697.0,9379464.0,6912222.0,12239003.0,1085409.0,75154.0,278446.0,5253.0,72343.0,11899705.0,3775343.0,2897291.0,2554953.0,1552703.0,2269630.0,4477083.0,5194555.0,3404269.0,4751619.0,5973402.0,10397937.0,11706826.0,7289879.0,1672595.0,7454166.0,1061808.0,1484533.0
RI,288846.0,484350.0,336395.0,237406.0,817575.0,557487.0,1083868.0,41390.0,6877.0,79350.0,982.0,10856.0,914766.0,423232.0,199703.0,198981.0,168976.0,181146.0,329343.0,382287.0,281057.0,463120.0,473452.0,871770.0,974685.0,542532.0,120355.0,558547.0,103026.0,92190.0
SC,1068336.0,2721370.0,1758789.0,759185.0,3708544.0,2695095.0,4868889.0,875302.0,5559.0,29577.0,3175.0,21211.0,4926997.0,1209042.0,872239.0,876944.0,539769.0,801738.0,1488304.0,1829218.0,1273631.0,1588935.0,2319829.0,4012113.0,4624647.0,2499511.0,504912.0,2715656.0,319543.0,476807.0
SD,146015.0,413057.0,325160.0,171569.0,631068.0,449011.0,794396.0,2101.0,443.0,3483.0,28085.0,2475.0,838686.0,204540.0,145078.0,116142.0,76217.0,132700.0,240096.0,286028.0,200640.0,271149.0,324086.0,546974.0,707527.0,377034.0,99537.0,414083.0,63343.0,44980.0
TN,1832090.0,3587604.0,2415059.0,1080869.0,5275758.0,3797391.0,6945637.0,750804.0,10336.0,35137.0,2440.0,20070.0,6478999.0,2372970.0,1280501.0,1350649.0,752400.0,1066067.0,2452957.0,2848535.0,2196378.0,2635943.0,3383936.0,5283961.0,6548528.0,3883209.0,732565.0,4118364.0,669526.0,657305.0
TX,3990935.0,9681875.0,6927480.0,3273506.0,14089802.0,10204832.0,16700857.0,2305459.0,225644.0,3315762.0,27137.0,54126.0,17109453.0,6135302.0,3304402.0,4395131.0,2332674.0,2907491.0,7229037.0,7980485.0,5124556.0,7028044.0,9700439.0,15113516.0,17599150.0,11131507.0,2528531.0,11331695.0,1441050.0,2143446.0
UT,228738.0,738037.0,543952.0,226631.0,1026789.0,771542.0,1401702.0,10803.0,11707.0,57894.0,5998.0,6940.0,1371322.0,254400.0,226925.0,194952.0,148145.0,193070.0,372937.0,468874.0,206788.0,498366.0,569449.0,814038.0,1103530.0,598323.0,149083.0,771697.0,80812.0,88764.0
VA,1434244.0,4048872.0,2897807.0,1415283.0,5794961.0,4131553.0,7419300.0,1353810.0,139784.0,115418.0,2686.0,49158.0,7605688.0,1887921.0,1493758.0,1442576.0,979203.0,1322099.0,2370291.0,2971373.0,1886727.0,2531904.0,3624858.0,6207596.0,7099682.0,3785547.0,841285.0,4252310.0,515724.0,770490.0
VT,146312.0,338374.0,240823.0,123193.0,497678.0,368980.0,631184.0,3352.0,1057.0,2607.0,693.0,7067.0,609899.0,241834.0,118529.0,84510.0,68786.0,92889.0,145087.0,183303.0,139963.0,235754.0,240984.0,393941.0,514310.0,282813.0,54544.0,321105.0,34133.0,37009.0
WA,959018.0,2566417.0,1883368.0,941900.0,3715744.0,2801942.0,5213541.0,150348.0,166388.0,142095.0,46465.0,49095.0,4809158.0,1416415.0,962900.0,768291.0,536388.0,794106.0,1438036.0,1805228.0,1056585.0,1642778.0,2003894.0,3245623.0,4105277.0,2118568.0,502314.0,2493106.0,298976.0,385470.0
WI,1082635.0,2260301.0,1658855.0,943021.0,3533167.0,2552873.0,4464339.0,278280.0,19310.0,75951.0,19243.0,29044.0,4433041.0,1494045.0,902601.0,736355.0,591174.0,712633.0,1431041.0,1869618.0,1050815.0,1646599.0,1964501.0,3448551.0,4031734.0,2231972.0,545993.0,2505114.0,370605.0,316944.0
WV,598905.0,900273.0,611579.0,281652.0,1420033.0,1015464.0,1828203.0,41568.0,1113.0,4568.0,495.0,3614.0,1623806.0,788327.0,341946.0,331539.0,238372.0,277091.0,642456.0,773264.0,709158.0,807471.0,992138.0,1543288.0,1779321.0,1137360.0,199486.0,1131042.0,192464.0,176333.0
WY,62423.0,200906.0,141837.0,62375.0,279975.0,202085.0,367458.0,1576.0,324.0,12901.0,3806.0,1568.0,376327.0,82719.0,55249.0,45152.0,29369.0,48944.0,86156.0,95051.0,89098.0,112995.0,125175.0,178491.0,274861.0,144242.0,31952.0,173333.0,18267.0,16629.0
